date,point_id,from_area,to_area,flow_mcm,capacity_mcm
2023-02-23,gipl,PL,LT,4.65,6.5
2023-02-23,klaipeda_lng,GLOBAL,LT,7.56,10.3
2023-02-23,incukalns_ugs,LV,LV,3.75,6.4
2023-02-24,balticconnector,FI,EE,5.59,7.2
2023-02-24,gipl,PL,LT,5.11,6.5
2023-02-24,klaipeda_lng,GLOBAL,LT,8.14,10.3
2023-02-24,incukalns_ugs,LV,LV,3.44,6.4
2023-02-25,balticconnector,FI,EE,6.94,7.2
2023-02-25,gipl,PL,LT,4.42,6.5
2023-02-25,klaipeda_lng,GLOBAL,LT,8.83,10.3
2023-02-25,incukalns_ugs,LV,LV,3.66,6.4
2023-02-26,balticconnector,FI,EE,6.37,7.2
2023-02-26,gipl,PL,LT,4.28,6.5
2023-02-26,klaipeda_lng,GLOBAL,LT,7.52,10.3
2023-02-26,incukalns_ugs,LV,LV,3.85,6.4
2023-02-27,balticconnector,FI,EE,6.26,7.2
2023-02-27,gipl,PL,LT,4.81,6.5
2023-02-27,klaipeda_lng,GLOBAL,LT,6.99,10.3
2023-02-27,incukalns_ugs,LV,LV,4.12,6.4
2023-02-28,balticconnector,FI,EE,6.31,7.2
2023-02-28,gipl,PL,LT,5.66,6.5
2023-02-28,klaipeda_lng,GLOBAL,LT,7.24,10.3
2023-02-28,incukalns_ugs,LV,LV,3.65,6.4
2023-03-01,balticconnector,FI,EE,6.16,7.2
2023-03-01,gipl,PL,LT,3.95,6.5
2023-03-01,klaipeda_lng,GLOBAL,LT,6.17,10.3
2023-03-01,incukalns_ugs,LV,LV,3.78,6.4
2023-03-02,balticconnector,FI,EE,5.16,7.2
2023-03-02,gipl,PL,LT,3.87,6.5
2023-03-02,klaipeda_lng,GLOBAL,LT,8.02,10.3
2023-03-02,incukalns_ugs,LV,LV,3.03,6.4
2023-03-03,balticconnector,FI,EE,5.84,7.2
2023-03-03,gipl,PL,LT,4.63,6.5
2023-03-03,klaipeda_lng,GLOBAL,LT,5.21,10.3
2023-03-03,incukalns_ugs,LV,LV,3.37,6.4
2023-03-04,balticconnector,FI,EE,5.97,7.2
2023-03-04,gipl,PL,LT,4.74,6.5
2023-03-04,klaipeda_lng,GLOBAL,LT,7.44,10.3
2023-03-04,incukalns_ugs,LV,LV,3.33,6.4
2023-03-05,balticconnector,FI,EE,6.11,7.2
2023-03-05,gipl,PL,LT,4.32,6.5
2023-03-05,klaipeda_lng,GLOBAL,LT,6.05,10.3
2023-03-05,incukalns_ugs,LV,LV,3.06,6.4
2023-03-06,balticconnector,FI,EE,5.02,7.2
2023-03-06,gipl,PL,LT,5.0,6.5
2023-03-06,klaipeda_lng,GLOBAL,LT,5.99,10.3
2023-03-06,incukalns_ugs,LV,LV,3.53,6.4
2023-03-07,balticconnector,FI,EE,5.62,7.2
2023-03-07,gipl,PL,LT,4.56,6.5
2023-03-07,klaipeda_lng,GLOBAL,LT,7.72,10.3
2023-03-07,incukalns_ugs,LV,LV,3.32,6.4
2023-03-08,balticconnector,FI,EE,6.06,7.2
2023-03-08,gipl,PL,LT,4.62,6.5
2023-03-08,klaipeda_lng,GLOBAL,LT,6.81,10.3
2023-03-08,incukalns_ugs,LV,LV,4.14,6.4
2023-03-09,balticconnector,FI,EE,5.03,7.2
2023-03-09,gipl,PL,LT,5.12,6.5
2023-03-09,klaipeda_lng,GLOBAL,LT,7.29,10.3
2023-03-09,incukalns_ugs,LV,LV,3.31,6.4
2023-03-10,balticconnector,FI,EE,6.56,7.2
2023-03-10,gipl,PL,LT,3.86,6.5
2023-03-10,klaipeda_lng,GLOBAL,LT,6.59,10.3
2023-03-10,incukalns_ugs,LV,LV,3.09,6.4
2023-03-11,balticconnector,FI,EE,5.96,7.2
2023-03-11,gipl,PL,LT,4.15,6.5
2023-03-11,klaipeda_lng,GLOBAL,LT,7.16,10.3
2023-03-11,incukalns_ugs,LV,LV,3.39,6.4
2023-03-12,balticconnector,FI,EE,5.51,7.2
2023-03-12,gipl,PL,LT,4.76,6.5
2023-03-12,klaipeda_lng,GLOBAL,LT,6.74,10.3
2023-03-12,incukalns_ugs,LV,LV,3.12,6.4
2023-03-13,balticconnector,FI,EE,7.15,7.2
2023-03-13,gipl,PL,LT,4.41,6.5
2023-03-13,klaipeda_lng,GLOBAL,LT,5.57,10.3
2023-03-13,incukalns_ugs,LV,LV,3.2,6.4
2023-03-14,balticconnector,FI,EE,5.12,7.2
2023-03-14,gipl,PL,LT,4.93,6.5
2023-03-14,klaipeda_lng,GLOBAL,LT,7.09,10.3
2023-03-14,incukalns_ugs,LV,LV,3.57,6.4
2023-03-15,balticconnector,FI,EE,5.56,7.2
2023-03-15,gipl,PL,LT,4.49,6.5
2023-03-15,klaipeda_lng,GLOBAL,LT,6.68,10.3
2023-03-15,incukalns_ugs,LV,LV,3.43,6.4
2023-03-16,balticconnector,FI,EE,6.17,7.2
2023-03-16,gipl,PL,LT,4.73,6.5
2023-03-16,klaipeda_lng,GLOBAL,LT,7.2,10.3
2023-03-16,incukalns_ugs,LV,LV,3.6,6.4
2023-03-17,balticconnector,FI,EE,6.19,7.2
2023-03-17,gipl,PL,LT,4.72,6.5
2023-03-17,klaipeda_lng,GLOBAL,LT,7.12,10.3
2023-03-17,incukalns_ugs,LV,LV,3.81,6.4
2023-03-18,balticconnector,FI,EE,5.42,7.2
2023-03-18,gipl,PL,LT,4.26,6.5
2023-03-18,klaipeda_lng,GLOBAL,LT,6.19,10.3
2023-03-18,incukalns_ugs,LV,LV,3.5,6.4
2023-03-19,balticconnector,FI,EE,4.82,7.2
2023-03-19,gipl,PL,LT,4.78,6.5
2023-03-19,klaipeda_lng,GLOBAL,LT,6.83,10.3
2023-03-19,incukalns_ugs,LV,LV,3.79,6.4
2023-03-20,balticconnector,FI,EE,5.41,7.2
2023-03-20,gipl,PL,LT,4.52,6.5
2023-03-20,klaipeda_lng,GLOBAL,LT,7.57,10.3
2023-03-20,incukalns_ugs,LV,LV,3.86,6.4
2023-03-21,balticconnector,FI,EE,5.41,7.2
2023-03-21,gipl,PL,LT,4.67,6.5
2023-03-21,klaipeda_lng,GLOBAL,LT,7.08,10.3
2023-03-21,incukalns_ugs,LV,LV,3.56,6.4
2023-03-22,balticconnector,FI,EE,5.62,7.2
2023-03-22,gipl,PL,LT,5.11,6.5
2023-03-22,klaipeda_lng,GLOBAL,LT,5.77,10.3
2023-03-22,incukalns_ugs,LV,LV,3.32,6.4
2023-03-23,balticconnector,FI,EE,5.97,7.2
2023-03-23,gipl,PL,LT,4.78,6.5
2023-03-23,klaipeda_lng,GLOBAL,LT,7.71,10.3
2023-03-23,incukalns_ugs,LV,LV,3.81,6.4
2023-03-24,balticconnector,FI,EE,5.61,7.2
2023-03-24,gipl,PL,LT,5.12,6.5
2023-03-24,klaipeda_lng,GLOBAL,LT,6.47,10.3
2023-03-24,incukalns_ugs,LV,LV,3.73,6.4
2023-03-25,balticconnector,FI,EE,6.66,7.2
2023-03-25,gipl,PL,LT,5.09,6.5
2023-03-25,klaipeda_lng,GLOBAL,LT,6.96,10.3
2023-03-25,incukalns_ugs,LV,LV,3.35,6.4
2023-03-26,balticconnector,FI,EE,4.99,7.2
2023-03-26,gipl,PL,LT,4.72,6.5
2023-03-26,klaipeda_lng,GLOBAL,LT,6.23,10.3
2023-03-26,incukalns_ugs,LV,LV,3.21,6.4
2023-03-27,balticconnector,FI,EE,5.15,7.2
2023-03-27,gipl,PL,LT,4.42,6.5
2023-03-27,klaipeda_lng,GLOBAL,LT,6.88,10.3
2023-03-27,incukalns_ugs,LV,LV,3.53,6.4
2023-03-28,balticconnector,FI,EE,5.45,7.2
2023-03-28,gipl,PL,LT,5.03,6.5
2023-03-28,klaipeda_lng,GLOBAL,LT,6.78,10.3
2023-03-28,incukalns_ugs,LV,LV,3.21,6.4
2023-03-29,balticconnector,FI,EE,5.86,7.2
2023-03-29,gipl,PL,LT,5.39,6.5
2023-03-29,klaipeda_lng,GLOBAL,LT,7.1,10.3
2023-03-29,incukalns_ugs,LV,LV,3.34,6.4
2023-03-30,balticconnector,FI,EE,4.99,7.2
2023-03-30,gipl,PL,LT,4.51,6.5
2023-03-30,klaipeda_lng,GLOBAL,LT,7.04,10.3
2023-03-30,incukalns_ugs,LV,LV,3.33,6.4
2023-03-31,balticconnector,FI,EE,4.92,7.2
2023-03-31,gipl,PL,LT,4.26,6.5
2023-03-31,klaipeda_lng,GLOBAL,LT,7.77,10.3
2023-03-31,incukalns_ugs,LV,LV,3.88,6.4
2023-04-01,balticconnector,FI,EE,4.56,7.2
2023-04-01,gipl,PL,LT,4.27,6.5
2023-04-01,klaipeda_lng,GLOBAL,LT,5.29,10.3
2023-04-01,incukalns_ugs,LV,LV,3.42,6.4
2023-04-02,balticconnector,FI,EE,5.12,7.2
2023-04-02,gipl,PL,LT,4.38,6.5
2023-04-02,klaipeda_lng,GLOBAL,LT,4.97,10.3
2023-04-02,incukalns_ugs,LV,LV,3.2,6.4
2023-04-03,balticconnector,FI,EE,5.0,7.2
2023-04-03,gipl,PL,LT,4.34,6.5
2023-04-03,klaipeda_lng,GLOBAL,LT,6.55,10.3
2023-04-03,incukalns_ugs,LV,LV,3.02,6.4
2023-04-04,balticconnector,FI,EE,4.7,7.2
2023-04-04,gipl,PL,LT,4.31,6.5
2023-04-04,klaipeda_lng,GLOBAL,LT,5.96,10.3
2023-04-04,incukalns_ugs,LV,LV,2.74,6.4
2023-04-05,balticconnector,FI,EE,4.54,7.2
2023-04-05,gipl,PL,LT,3.41,6.5
2023-04-05,klaipeda_lng,GLOBAL,LT,5.69,10.3
2023-04-05,incukalns_ugs,LV,LV,3.33,6.4
2023-04-06,balticconnector,FI,EE,5.09,7.2
2023-04-06,gipl,PL,LT,3.79,6.5
2023-04-06,klaipeda_lng,GLOBAL,LT,6.48,10.3
2023-04-06,incukalns_ugs,LV,LV,2.75,6.4
2023-04-07,balticconnector,FI,EE,5.05,7.2
2023-04-07,gipl,PL,LT,3.93,6.5
2023-04-07,klaipeda_lng,GLOBAL,LT,6.47,10.3
2023-04-07,incukalns_ugs,LV,LV,2.53,6.4
2023-04-08,balticconnector,FI,EE,4.57,7.2
2023-04-08,gipl,PL,LT,3.34,6.5
2023-04-08,klaipeda_lng,GLOBAL,LT,5.84,10.3
2023-04-08,incukalns_ugs,LV,LV,3.36,6.4
2023-04-09,balticconnector,FI,EE,4.75,7.2
2023-04-09,gipl,PL,LT,3.8,6.5
2023-04-09,klaipeda_lng,GLOBAL,LT,6.52,10.3
2023-04-09,incukalns_ugs,LV,LV,3.32,6.4
2023-04-10,balticconnector,FI,EE,4.96,7.2
2023-04-10,gipl,PL,LT,4.27,6.5
2023-04-10,klaipeda_lng,GLOBAL,LT,5.35,10.3
2023-04-10,incukalns_ugs,LV,LV,3.41,6.4
2023-04-11,balticconnector,FI,EE,6.07,7.2
2023-04-11,gipl,PL,LT,4.21,6.5
2023-04-11,klaipeda_lng,GLOBAL,LT,4.75,10.3
2023-04-11,incukalns_ugs,LV,LV,2.83,6.4
2023-04-12,balticconnector,FI,EE,5.31,7.2
2023-04-12,gipl,PL,LT,3.83,6.5
2023-04-12,klaipeda_lng,GLOBAL,LT,6.76,10.3
2023-04-12,incukalns_ugs,LV,LV,3.18,6.4
2023-04-13,balticconnector,FI,EE,4.65,7.2
2023-04-13,gipl,PL,LT,4.01,6.5
2023-04-13,klaipeda_lng,GLOBAL,LT,5.46,10.3
2023-04-13,incukalns_ugs,LV,LV,2.95,6.4
2023-04-14,balticconnector,FI,EE,4.72,7.2
2023-04-14,gipl,PL,LT,4.47,6.5
2023-04-14,klaipeda_lng,GLOBAL,LT,7.27,10.3
2023-04-14,incukalns_ugs,LV,LV,2.57,6.4
2023-04-15,balticconnector,FI,EE,4.04,7.2
2023-04-15,gipl,PL,LT,3.9,6.5
2023-04-15,klaipeda_lng,GLOBAL,LT,5.09,10.3
2023-04-15,incukalns_ugs,LV,LV,3.01,6.4
2023-04-16,balticconnector,FI,EE,5.37,7.2
2023-04-16,gipl,PL,LT,4.6,6.5
2023-04-16,klaipeda_lng,GLOBAL,LT,6.12,10.3
2023-04-16,incukalns_ugs,LV,LV,2.94,6.4
2023-04-17,balticconnector,FI,EE,4.01,7.2
2023-04-17,gipl,PL,LT,4.01,6.5
2023-04-17,klaipeda_lng,GLOBAL,LT,6.04,10.3
2023-04-17,incukalns_ugs,LV,LV,3.19,6.4
2023-04-18,balticconnector,FI,EE,4.65,7.2
2023-04-18,gipl,PL,LT,3.83,6.5
2023-04-18,klaipeda_lng,GLOBAL,LT,5.11,10.3
2023-04-18,incukalns_ugs,LV,LV,2.31,6.4
2023-04-19,balticconnector,FI,EE,4.45,7.2
2023-04-19,gipl,PL,LT,3.37,6.5
2023-04-19,klaipeda_lng,GLOBAL,LT,6.2,10.3
2023-04-19,incukalns_ugs,LV,LV,2.84,6.4
2023-04-20,balticconnector,FI,EE,4.73,7.2
2023-04-20,gipl,PL,LT,3.61,6.5
2023-04-20,klaipeda_lng,GLOBAL,LT,4.06,10.3
2023-04-20,incukalns_ugs,LV,LV,3.45,6.4
2023-04-21,balticconnector,FI,EE,4.5,7.2
2023-04-21,gipl,PL,LT,3.84,6.5
2023-04-21,klaipeda_lng,GLOBAL,LT,5.13,10.3
2023-04-21,incukalns_ugs,LV,LV,3.29,6.4
2023-04-22,balticconnector,FI,EE,5.07,7.2
2023-04-22,gipl,PL,LT,3.67,6.5
2023-04-22,klaipeda_lng,GLOBAL,LT,5.76,10.3
2023-04-22,incukalns_ugs,LV,LV,3.5,6.4
2023-04-23,balticconnector,FI,EE,4.96,7.2
2023-04-23,gipl,PL,LT,3.93,6.5
2023-04-23,klaipeda_lng,GLOBAL,LT,5.44,10.3
2023-04-23,incukalns_ugs,LV,LV,2.43,6.4
2023-04-24,balticconnector,FI,EE,4.92,7.2
2023-04-24,gipl,PL,LT,4.13,6.5
2023-04-24,klaipeda_lng,GLOBAL,LT,6.66,10.3
2023-04-24,incukalns_ugs,LV,LV,2.33,6.4
2023-04-25,balticconnector,FI,EE,4.44,7.2
2023-04-25,gipl,PL,LT,3.77,6.5
2023-04-25,klaipeda_lng,GLOBAL,LT,6.0,10.3
2023-04-25,incukalns_ugs,LV,LV,2.96,6.4
2023-04-26,balticconnector,FI,EE,4.94,7.2
2023-04-26,gipl,PL,LT,4.16,6.5
2023-04-26,klaipeda_lng,GLOBAL,LT,5.46,10.3
2023-04-26,incukalns_ugs,LV,LV,3.28,6.4
2023-04-27,balticconnector,FI,EE,5.22,7.2
2023-04-27,gipl,PL,LT,3.87,6.5
2023-04-27,klaipeda_lng,GLOBAL,LT,6.96,10.3
2023-04-27,incukalns_ugs,LV,LV,3.47,6.4
2023-04-28,balticconnector,FI,EE,5.47,7.2
2023-04-28,gipl,PL,LT,2.79,6.5
2023-04-28,klaipeda_lng,GLOBAL,LT,6.95,10.3
2023-04-28,incukalns_ugs,LV,LV,3.24,6.4
2023-04-29,balticconnector,FI,EE,6.0,7.2
2023-04-29,gipl,PL,LT,4.49,6.5
2023-04-29,klaipeda_lng,GLOBAL,LT,6.95,10.3
2023-04-29,incukalns_ugs,LV,LV,3.26,6.4
2023-04-30,balticconnector,FI,EE,5.67,7.2
2023-04-30,gipl,PL,LT,4.8,6.5
2023-04-30,klaipeda_lng,GLOBAL,LT,6.13,10.3
2023-04-30,incukalns_ugs,LV,LV,2.53,6.4
2023-05-01,balticconnector,FI,EE,4.1,7.2
2023-05-01,gipl,PL,LT,3.56,6.5
2023-05-01,klaipeda_lng,GLOBAL,LT,5.14,10.3
2023-05-01,incukalns_ugs,LV,LV,2.18,6.4
2023-05-02,balticconnector,FI,EE,3.43,7.2
2023-05-02,gipl,PL,LT,3.1,6.5
2023-05-02,klaipeda_lng,GLOBAL,LT,5.58,10.3
2023-05-02,incukalns_ugs,LV,LV,3.02,6.4
2023-05-03,balticconnector,FI,EE,4.71,7.2
2023-05-03,gipl,PL,LT,3.82,6.5
2023-05-03,klaipeda_lng,GLOBAL,LT,5.05,10.3
2023-05-03,incukalns_ugs,LV,LV,2.03,6.4
2023-05-04,balticconnector,FI,EE,4.02,7.2
2023-05-04,gipl,PL,LT,3.3,6.5
2023-05-04,klaipeda_lng,GLOBAL,LT,4.8,10.3
2023-05-04,incukalns_ugs,LV,LV,2.57,6.4
2023-05-05,balticconnector,FI,EE,4.47,7.2
2023-05-05,gipl,PL,LT,3.74,6.5
2023-05-05,klaipeda_lng,GLOBAL,LT,4.93,10.3
2023-05-05,incukalns_ugs,LV,LV,1.98,6.4
2023-05-06,balticconnector,FI,EE,4.01,7.2
2023-05-06,gipl,PL,LT,3.42,6.5
2023-05-06,klaipeda_lng,GLOBAL,LT,5.83,10.3
2023-05-06,incukalns_ugs,LV,LV,2.38,6.4
2023-05-07,balticconnector,FI,EE,4.51,7.2
2023-05-07,gipl,PL,LT,3.52,6.5
2023-05-07,klaipeda_lng,GLOBAL,LT,5.13,10.3
2023-05-07,incukalns_ugs,LV,LV,2.83,6.4
2023-05-08,balticconnector,FI,EE,3.92,7.2
2023-05-08,gipl,PL,LT,3.17,6.5
2023-05-08,klaipeda_lng,GLOBAL,LT,5.09,10.3
2023-05-08,incukalns_ugs,LV,LV,2.36,6.4
2023-05-09,balticconnector,FI,EE,4.5,7.2
2023-05-09,gipl,PL,LT,3.11,6.5
2023-05-09,klaipeda_lng,GLOBAL,LT,5.24,10.3
2023-05-09,incukalns_ugs,LV,LV,2.52,6.4
2023-05-10,balticconnector,FI,EE,4.36,7.2
2023-05-10,gipl,PL,LT,3.22,6.5
2023-05-10,klaipeda_lng,GLOBAL,LT,4.9,10.3
2023-05-10,incukalns_ugs,LV,LV,2.58,6.4
2023-05-11,balticconnector,FI,EE,4.35,7.2
2023-05-11,gipl,PL,LT,3.4,6.5
2023-05-11,klaipeda_lng,GLOBAL,LT,6.12,10.3
2023-05-11,incukalns_ugs,LV,LV,2.25,6.4
2023-05-12,balticconnector,FI,EE,4.22,7.2
2023-05-12,gipl,PL,LT,2.77,6.5
2023-05-12,klaipeda_lng,GLOBAL,LT,5.32,10.3
2023-05-12,incukalns_ugs,LV,LV,2.22,6.4
2023-05-13,balticconnector,FI,EE,4.11,7.2
2023-05-13,gipl,PL,LT,3.25,6.5
2023-05-13,klaipeda_lng,GLOBAL,LT,5.27,10.3
2023-05-13,incukalns_ugs,LV,LV,2.38,6.4
2023-05-14,balticconnector,FI,EE,3.95,7.2
2023-05-14,gipl,PL,LT,3.97,6.5
2023-05-14,klaipeda_lng,GLOBAL,LT,5.27,10.3
2023-05-14,incukalns_ugs,LV,LV,2.38,6.4
2023-05-15,balticconnector,FI,EE,4.12,7.2
2023-05-15,gipl,PL,LT,4.06,6.5
2023-05-15,klaipeda_lng,GLOBAL,LT,4.96,10.3
2023-05-15,incukalns_ugs,LV,LV,2.34,6.4
2023-05-16,balticconnector,FI,EE,3.91,7.2
2023-05-16,gipl,PL,LT,3.18,6.5
2023-05-16,klaipeda_lng,GLOBAL,LT,4.74,10.3
2023-05-16,incukalns_ugs,LV,LV,2.17,6.4
2023-05-17,balticconnector,FI,EE,3.69,7.2
2023-05-17,gipl,PL,LT,3.07,6.5
2023-05-17,klaipeda_lng,GLOBAL,LT,5.45,10.3
2023-05-17,incukalns_ugs,LV,LV,2.44,6.4
2023-05-18,balticconnector,FI,EE,4.15,7.2
2023-05-18,gipl,PL,LT,3.91,6.5
2023-05-18,klaipeda_lng,GLOBAL,LT,5.88,10.3
2023-05-18,incukalns_ugs,LV,LV,2.47,6.4
2023-05-19,balticconnector,FI,EE,3.93,7.2
2023-05-19,gipl,PL,LT,3.05,6.5
2023-05-19,klaipeda_lng,GLOBAL,LT,5.52,10.3
2023-05-19,incukalns_ugs,LV,LV,2.49,6.4
2023-05-20,balticconnector,FI,EE,4.06,7.2
2023-05-20,gipl,PL,LT,3.07,6.5
2023-05-20,klaipeda_lng,GLOBAL,LT,4.64,10.3
2023-05-20,incukalns_ugs,LV,LV,2.65,6.4
2023-05-21,balticconnector,FI,EE,3.59,7.2
2023-05-21,gipl,PL,LT,3.8,6.5
2023-05-21,klaipeda_lng,GLOBAL,LT,4.78,10.3
2023-05-21,incukalns_ugs,LV,LV,2.51,6.4
2023-05-22,balticconnector,FI,EE,3.58,7.2
2023-05-22,gipl,PL,LT,3.4,6.5
2023-05-22,klaipeda_lng,GLOBAL,LT,4.9,10.3
2023-05-22,incukalns_ugs,LV,LV,2.53,6.4
2023-05-23,balticconnector,FI,EE,4.99,7.2
2023-05-23,gipl,PL,LT,3.47,6.5
2023-05-23,klaipeda_lng,GLOBAL,LT,4.62,10.3
2023-05-23,incukalns_ugs,LV,LV,2.34,6.4
2023-05-24,balticconnector,FI,EE,4.55,7.2
2023-05-24,gipl,PL,LT,3.92,6.5
2023-05-24,klaipeda_lng,GLOBAL,LT,5.27,10.3
2023-05-24,incukalns_ugs,LV,LV,2.76,6.4
2023-05-25,balticconnector,FI,EE,4.55,7.2
2023-05-25,gipl,PL,LT,3.97,6.5
2023-05-25,klaipeda_lng,GLOBAL,LT,3.93,10.3
2023-05-25,incukalns_ugs,LV,LV,2.75,6.4
2023-05-26,balticconnector,FI,EE,4.74,7.2
2023-05-26,gipl,PL,LT,2.86,6.5
2023-05-26,klaipeda_lng,GLOBAL,LT,4.57,10.3
2023-05-26,incukalns_ugs,LV,LV,2.29,6.4
2023-05-27,balticconnector,FI,EE,3.89,7.2
2023-05-27,gipl,PL,LT,3.21,6.5
2023-05-27,klaipeda_lng,GLOBAL,LT,5.25,10.3
2023-05-27,incukalns_ugs,LV,LV,2.81,6.4
2023-05-28,balticconnector,FI,EE,4.79,7.2
2023-05-28,gipl,PL,LT,3.06,6.5
2023-05-28,klaipeda_lng,GLOBAL,LT,4.59,10.3
2023-05-28,incukalns_ugs,LV,LV,2.94,6.4
2023-05-29,balticconnector,FI,EE,4.57,7.2
2023-05-29,gipl,PL,LT,3.43,6.5
2023-05-29,klaipeda_lng,GLOBAL,LT,5.38,10.3
2023-05-29,incukalns_ugs,LV,LV,2.54,6.4
2023-05-30,balticconnector,FI,EE,4.51,7.2
2023-05-30,gipl,PL,LT,3.27,6.5
2023-05-30,klaipeda_lng,GLOBAL,LT,5.26,10.3
2023-05-30,incukalns_ugs,LV,LV,2.1,6.4
2023-05-31,balticconnector,FI,EE,3.91,7.2
2023-05-31,gipl,PL,LT,3.13,6.5
2023-05-31,klaipeda_lng,GLOBAL,LT,4.88,10.3
2023-05-31,incukalns_ugs,LV,LV,2.27,6.4
2023-06-01,balticconnector,FI,EE,3.43,7.2
2023-06-01,gipl,PL,LT,2.36,6.5
2023-06-01,klaipeda_lng,GLOBAL,LT,4.77,10.3
2023-06-01,incukalns_ugs,LV,LV,2.2,6.4
2023-06-02,balticconnector,FI,EE,2.85,7.2
2023-06-02,gipl,PL,LT,2.63,6.5
2023-06-02,klaipeda_lng,GLOBAL,LT,4.64,10.3
2023-06-02,incukalns_ugs,LV,LV,2.06,6.4
2023-06-03,balticconnector,FI,EE,3.35,7.2
2023-06-03,gipl,PL,LT,2.93,6.5
2023-06-03,klaipeda_lng,GLOBAL,LT,4.65,10.3
2023-06-03,incukalns_ugs,LV,LV,1.79,6.4
2023-06-04,balticconnector,FI,EE,3.98,7.2
2023-06-04,gipl,PL,LT,2.64,6.5
2023-06-04,klaipeda_lng,GLOBAL,LT,4.43,10.3
2023-06-04,incukalns_ugs,LV,LV,2.21,6.4
2023-06-05,balticconnector,FI,EE,3.44,7.2
2023-06-05,gipl,PL,LT,2.55,6.5
2023-06-05,klaipeda_lng,GLOBAL,LT,4.27,10.3
2023-06-05,incukalns_ugs,LV,LV,2.71,6.4
2023-06-06,balticconnector,FI,EE,3.02,7.2
2023-06-06,gipl,PL,LT,3.64,6.5
2023-06-06,klaipeda_lng,GLOBAL,LT,4.29,10.3
2023-06-06,incukalns_ugs,LV,LV,2.23,6.4
2023-06-07,balticconnector,FI,EE,3.16,7.2
2023-06-07,gipl,PL,LT,2.65,6.5
2023-06-07,klaipeda_lng,GLOBAL,LT,4.14,10.3
2023-06-07,incukalns_ugs,LV,LV,1.91,6.4
2023-06-08,balticconnector,FI,EE,3.6,7.2
2023-06-08,gipl,PL,LT,2.8,6.5
2023-06-08,klaipeda_lng,GLOBAL,LT,5.55,10.3
2023-06-08,incukalns_ugs,LV,LV,1.87,6.4
2023-06-09,balticconnector,FI,EE,3.75,7.2
2023-06-09,gipl,PL,LT,3.06,6.5
2023-06-09,klaipeda_lng,GLOBAL,LT,3.8,10.3
2023-06-09,incukalns_ugs,LV,LV,2.43,6.4
2023-06-10,balticconnector,FI,EE,3.5,7.2
2023-06-10,gipl,PL,LT,1.96,6.5
2023-06-10,klaipeda_lng,GLOBAL,LT,4.84,10.3
2023-06-10,incukalns_ugs,LV,LV,1.89,6.4
2023-06-11,balticconnector,FI,EE,3.18,7.2
2023-06-11,gipl,PL,LT,3.24,6.5
2023-06-11,klaipeda_lng,GLOBAL,LT,4.23,10.3
2023-06-11,incukalns_ugs,LV,LV,2.5,6.4
2023-06-12,balticconnector,FI,EE,4.31,7.2
2023-06-12,gipl,PL,LT,2.7,6.5
2023-06-12,klaipeda_lng,GLOBAL,LT,4.92,10.3
2023-06-12,incukalns_ugs,LV,LV,1.99,6.4
2023-06-13,balticconnector,FI,EE,4.82,7.2
2023-06-13,gipl,PL,LT,2.68,6.5
2023-06-13,klaipeda_lng,GLOBAL,LT,5.06,10.3
2023-06-13,incukalns_ugs,LV,LV,2.47,6.4
2023-06-14,balticconnector,FI,EE,3.86,7.2
2023-06-14,gipl,PL,LT,2.69,6.5
2023-06-14,klaipeda_lng,GLOBAL,LT,4.35,10.3
2023-06-14,incukalns_ugs,LV,LV,1.57,6.4
2023-06-15,balticconnector,FI,EE,3.81,7.2
2023-06-15,gipl,PL,LT,3.1,6.5
2023-06-15,klaipeda_lng,GLOBAL,LT,4.52,10.3
2023-06-15,incukalns_ugs,LV,LV,1.33,6.4
2023-06-16,balticconnector,FI,EE,3.07,7.2
2023-06-16,gipl,PL,LT,2.66,6.5
2023-06-16,klaipeda_lng,GLOBAL,LT,4.62,10.3
2023-06-16,incukalns_ugs,LV,LV,2.31,6.4
2023-06-17,balticconnector,FI,EE,3.62,7.2
2023-06-17,gipl,PL,LT,3.21,6.5
2023-06-17,klaipeda_lng,GLOBAL,LT,3.83,10.3
2023-06-17,incukalns_ugs,LV,LV,2.4,6.4
2023-06-18,balticconnector,FI,EE,3.94,7.2
2023-06-18,gipl,PL,LT,3.11,6.5
2023-06-18,klaipeda_lng,GLOBAL,LT,4.33,10.3
2023-06-18,incukalns_ugs,LV,LV,2.77,6.4
2023-06-19,balticconnector,FI,EE,3.95,7.2
2023-06-19,gipl,PL,LT,2.57,6.5
2023-06-19,klaipeda_lng,GLOBAL,LT,4.59,10.3
2023-06-19,incukalns_ugs,LV,LV,2.45,6.4
2023-06-20,balticconnector,FI,EE,3.41,7.2
2023-06-20,gipl,PL,LT,3.4,6.5
2023-06-20,klaipeda_lng,GLOBAL,LT,4.67,10.3
2023-06-20,incukalns_ugs,LV,LV,1.52,6.4
2023-06-21,balticconnector,FI,EE,3.85,7.2
2023-06-21,gipl,PL,LT,2.8,6.5
2023-06-21,klaipeda_lng,GLOBAL,LT,4.76,10.3
2023-06-21,incukalns_ugs,LV,LV,2.5,6.4
2023-06-22,balticconnector,FI,EE,3.8,7.2
2023-06-22,gipl,PL,LT,3.63,6.5
2023-06-22,klaipeda_lng,GLOBAL,LT,4.33,10.3
2023-06-22,incukalns_ugs,LV,LV,2.41,6.4
2023-06-23,balticconnector,FI,EE,4.1,7.2
2023-06-23,gipl,PL,LT,2.92,6.5
