date,from_country,to_country,interconnector_id,flow_mw,capacity_mw
2022-08-30,LV,LT,lv_lt_electric,212.2,1200
2022-08-31,FI,EE,estlink_1,188.9,358
2022-08-31,FI,EE,estlink_2,453.3,650
2022-08-31,SE,LT,nordbalt,436.6,700
2022-08-31,PL,LT,litpol_link,117.6,500
2022-08-31,EE,LV,ee_lv_electric,295.6,1500
2022-08-31,LV,LT,lv_lt_electric,191.1,1200
2022-09-01,FI,EE,estlink_1,194.7,358
2022-09-01,FI,EE,estlink_2,369.6,650
2022-09-01,SE,LT,nordbalt,386.6,700
2022-09-01,PL,LT,litpol_link,115.8,500
2022-09-01,EE,LV,ee_lv_electric,256.0,1500
2022-09-01,LV,LT,lv_lt_electric,160.4,1200
2022-09-02,FI,EE,estlink_1,164.7,358
2022-09-02,FI,EE,estlink_2,366.9,650
2022-09-02,SE,LT,nordbalt,451.7,700
2022-09-02,PL,LT,litpol_link,135.3,500
2022-09-02,EE,LV,ee_lv_electric,232.3,1500
2022-09-02,LV,LT,lv_lt_electric,181.1,1200
2022-09-03,FI,EE,estlink_1,193.2,358
2022-09-03,FI,EE,estlink_2,328.5,650
2022-09-03,SE,LT,nordbalt,386.7,700
2022-09-03,PL,LT,litpol_link,130.7,500
2022-09-03,EE,LV,ee_lv_electric,242.2,1500
2022-09-03,LV,LT,lv_lt_electric,184.4,1200
2022-09-04,FI,EE,estlink_1,172.1,358
2022-09-04,FI,EE,estlink_2,361.5,650
2022-09-04,SE,LT,nordbalt,359.6,700
2022-09-04,PL,LT,litpol_link,125.3,500
2022-09-04,EE,LV,ee_lv_electric,278.4,1500
2022-09-04,LV,LT,lv_lt_electric,168.1,1200
2022-09-05,FI,EE,estlink_1,201.7,358
2022-09-05,FI,EE,estlink_2,335.3,650
2022-09-05,SE,LT,nordbalt,399.6,700
2022-09-05,PL,LT,litpol_link,141.7,500
2022-09-05,EE,LV,ee_lv_electric,227.0,1500
2022-09-05,LV,LT,lv_lt_electric,145.8,1200
2022-09-06,FI,EE,estlink_1,149.6,358
2022-09-06,FI,EE,estlink_2,388.4,650
2022-09-06,SE,LT,nordbalt,371.7,700
2022-09-06,PL,LT,litpol_link,161.2,500
2022-09-06,EE,LV,ee_lv_electric,247.5,1500
2022-09-06,LV,LT,lv_lt_electric,177.0,1200
2022-09-07,FI,EE,estlink_1,198.7,358
2022-09-07,FI,EE,estlink_2,412.2,650
2022-09-07,SE,LT,nordbalt,465.8,700
2022-09-07,PL,LT,litpol_link,145.0,500
2022-09-07,EE,LV,ee_lv_electric,285.6,1500
2022-09-07,LV,LT,lv_lt_electric,183.5,1200
2022-09-08,FI,EE,estlink_1,186.5,358
2022-09-08,FI,EE,estlink_2,330.4,650
2022-09-08,SE,LT,nordbalt,362.1,700
2022-09-08,PL,LT,litpol_link,130.5,500
2022-09-08,EE,LV,ee_lv_electric,256.9,1500
2022-09-08,LV,LT,lv_lt_electric,166.8,1200
2022-09-09,FI,EE,estlink_1,185.2,358
2022-09-09,FI,EE,estlink_2,378.6,650
2022-09-09,SE,LT,nordbalt,394.7,700
2022-09-09,PL,LT,litpol_link,148.2,500
2022-09-09,EE,LV,ee_lv_electric,233.6,1500
2022-09-09,LV,LT,lv_lt_electric,170.9,1200
2022-09-10,FI,EE,estlink_1,162.6,358
2022-09-10,FI,EE,estlink_2,288.3,650
2022-09-10,SE,LT,nordbalt,388.6,700
2022-09-10,PL,LT,litpol_link,129.1,500
2022-09-10,EE,LV,ee_lv_electric,297.4,1500
2022-09-10,LV,LT,lv_lt_electric,184.1,1200
2022-09-11,FI,EE,estlink_1,157.6,358
2022-09-11,FI,EE,estlink_2,407.4,650
2022-09-11,SE,LT,nordbalt,435.5,700
2022-09-11,PL,LT,litpol_link,137.5,500
2022-09-11,EE,LV,ee_lv_electric,255.6,1500
2022-09-11,LV,LT,lv_lt_electric,158.7,1200
2022-09-12,FI,EE,estlink_1,168.1,358
2022-09-12,FI,EE,estlink_2,382.9,650
2022-09-12,SE,LT,nordbalt,459.4,700
2022-09-12,PL,LT,litpol_link,149.0,500
2022-09-12,EE,LV,ee_lv_electric,249.3,1500
2022-09-12,LV,LT,lv_lt_electric,156.1,1200
2022-09-13,FI,EE,estlink_1,176.3,358
2022-09-13,FI,EE,estlink_2,291.4,650
2022-09-13,SE,LT,nordbalt,403.2,700
2022-09-13,PL,LT,litpol_link,128.7,500
2022-09-13,EE,LV,ee_lv_electric,249.8,1500
2022-09-13,LV,LT,lv_lt_electric,148.5,1200
2022-09-14,FI,EE,estlink_1,182.2,358
2022-09-14,FI,EE,estlink_2,331.0,650
2022-09-14,SE,LT,nordbalt,349.4,700
2022-09-14,PL,LT,litpol_link,96.0,500
2022-09-14,EE,LV,ee_lv_electric,260.4,1500
2022-09-14,LV,LT,lv_lt_electric,202.4,1200
2022-09-15,FI,EE,estlink_1,200.6,358
2022-09-15,FI,EE,estlink_2,333.4,650
2022-09-15,SE,LT,nordbalt,369.9,700
2022-09-15,PL,LT,litpol_link,136.1,500
2022-09-15,EE,LV,ee_lv_electric,237.1,1500
2022-09-15,LV,LT,lv_lt_electric,178.8,1200
2022-09-16,FI,EE,estlink_1,186.3,358
2022-09-16,FI,EE,estlink_2,387.3,650
2022-09-16,SE,LT,nordbalt,387.9,700
2022-09-16,PL,LT,litpol_link,128.1,500
2022-09-16,EE,LV,ee_lv_electric,240.0,1500
2022-09-16,LV,LT,lv_lt_electric,160.8,1200
2022-09-17,FI,EE,estlink_1,170.4,358
2022-09-17,FI,EE,estlink_2,359.8,650
2022-09-17,SE,LT,nordbalt,424.4,700
2022-09-17,PL,LT,litpol_link,120.9,500
2022-09-17,EE,LV,ee_lv_electric,296.9,1500
2022-09-17,LV,LT,lv_lt_electric,169.7,1200
2022-09-18,FI,EE,estlink_1,173.7,358
2022-09-18,FI,EE,estlink_2,324.1,650
2022-09-18,SE,LT,nordbalt,304.3,700
2022-09-18,PL,LT,litpol_link,141.1,500
2022-09-18,EE,LV,ee_lv_electric,278.7,1500
2022-09-18,LV,LT,lv_lt_electric,169.5,1200
2022-09-19,FI,EE,estlink_1,175.1,358
2022-09-19,FI,EE,estlink_2,364.5,650
2022-09-19,SE,LT,nordbalt,335.3,700
2022-09-19,PL,LT,litpol_link,124.2,500
2022-09-19,EE,LV,ee_lv_electric,280.1,1500
2022-09-19,LV,LT,lv_lt_electric,154.0,1200
2022-09-20,FI,EE,estlink_1,178.7,358
2022-09-20,FI,EE,estlink_2,304.6,650
2022-09-20,SE,LT,nordbalt,408.3,700
2022-09-20,PL,LT,litpol_link,130.1,500
2022-09-20,EE,LV,ee_lv_electric,222.3,1500
2022-09-20,LV,LT,lv_lt_electric,192.7,1200
2022-09-21,FI,EE,estlink_1,162.3,358
2022-09-21,FI,EE,estlink_2,322.1,650
2022-09-21,SE,LT,nordbalt,398.8,700
2022-09-21,PL,LT,litpol_link,144.3,500
2022-09-21,EE,LV,ee_lv_electric,236.6,1500
2022-09-21,LV,LT,lv_lt_electric,175.0,1200
2022-09-22,FI,EE,estlink_1,180.9,358
2022-09-22,FI,EE,estlink_2,370.2,650
2022-09-22,SE,LT,nordbalt,397.9,700
2022-09-22,PL,LT,litpol_link,126.1,500
2022-09-22,EE,LV,ee_lv_electric,241.2,1500
2022-09-22,LV,LT,lv_lt_electric,175.4,1200
2022-09-23,FI,EE,estlink_1,156.9,358
2022-09-23,FI,EE,estlink_2,254.6,650
2022-09-23,SE,LT,nordbalt,407.3,700
2022-09-23,PL,LT,litpol_link,141.4,500
2022-09-23,EE,LV,ee_lv_electric,204.3,1500
2022-09-23,LV,LT,lv_lt_electric,157.9,1200
2022-09-24,FI,EE,estlink_1,183.9,358
2022-09-24,FI,EE,estlink_2,413.9,650
2022-09-24,SE,LT,nordbalt,392.3,700
2022-09-24,PL,LT,litpol_link,121.8,500
2022-09-24,EE,LV,ee_lv_electric,256.6,1500
2022-09-24,LV,LT,lv_lt_electric,196.0,1200
2022-09-25,FI,EE,estlink_1,163.7,358
2022-09-25,FI,EE,estlink_2,322.5,650
2022-09-25,SE,LT,nordbalt,374.2,700
2022-09-25,PL,LT,litpol_link,119.1,500
2022-09-25,EE,LV,ee_lv_electric,264.0,1500
2022-09-25,LV,LT,lv_lt_electric,200.0,1200
2022-09-26,FI,EE,estlink_1,179.2,358
2022-09-26,FI,EE,estlink_2,340.0,650
2022-09-26,SE,LT,nordbalt,381.0,700
2022-09-26,PL,LT,litpol_link,111.8,500
2022-09-26,EE,LV,ee_lv_electric,282.2,1500
2022-09-26,LV,LT,lv_lt_electric,172.8,1200
2022-09-27,FI,EE,estlink_1,171.1,358
2022-09-27,FI,EE,estlink_2,450.2,650
2022-09-27,SE,LT,nordbalt,402.3,700
2022-09-27,PL,LT,litpol_link,121.5,500
2022-09-27,EE,LV,ee_lv_electric,250.8,1500
2022-09-27,LV,LT,lv_lt_electric,192.4,1200
2022-09-28,FI,EE,estlink_1,175.8,358
2022-09-28,FI,EE,estlink_2,302.0,650
2022-09-28,SE,LT,nordbalt,424.6,700
2022-09-28,PL,LT,litpol_link,122.5,500
2022-09-28,EE,LV,ee_lv_electric,306.0,1500
2022-09-28,LV,LT,lv_lt_electric,191.3,1200
2022-09-29,FI,EE,estlink_1,166.9,358
2022-09-29,FI,EE,estlink_2,389.0,650
2022-09-29,SE,LT,nordbalt,394.0,700
2022-09-29,PL,LT,litpol_link,140.7,500
2022-09-29,EE,LV,ee_lv_electric,272.7,1500
2022-09-29,LV,LT,lv_lt_electric,160.5,1200
2022-09-30,FI,EE,estlink_1,163.7,358
2022-09-30,FI,EE,estlink_2,381.0,650
2022-09-30,SE,LT,nordbalt,379.5,700
2022-09-30,PL,LT,litpol_link,125.7,500
2022-09-30,EE,LV,ee_lv_electric,238.1,1500
2022-09-30,LV,LT,lv_lt_electric,180.8,1200
2022-10-01,FI,EE,estlink_1,203.0,358
2022-10-01,FI,EE,estlink_2,305.8,650
2022-10-01,SE,LT,nordbalt,383.4,700
2022-10-01,PL,LT,litpol_link,144.4,500
2022-10-01,EE,LV,ee_lv_electric,253.1,1500
2022-10-01,LV,LT,lv_lt_electric,177.2,1200
2022-10-02,FI,EE,estlink_1,153.0,358
2022-10-02,FI,EE,estlink_2,353.7,650
2022-10-02,SE,LT,nordbalt,375.8,700
2022-10-02,PL,LT,litpol_link,139.3,500
2022-10-02,EE,LV,ee_lv_electric,283.5,1500
2022-10-02,LV,LT,lv_lt_electric,211.4,1200
2022-10-03,FI,EE,estlink_1,179.3,358
2022-10-03,FI,EE,estlink_2,350.4,650
2022-10-03,SE,LT,nordbalt,389.5,700
2022-10-03,PL,LT,litpol_link,123.3,500
2022-10-03,EE,LV,ee_lv_electric,263.1,1500
2022-10-03,LV,LT,lv_lt_electric,165.3,1200
2022-10-04,FI,EE,estlink_1,172.7,358
2022-10-04,FI,EE,estlink_2,382.2,650
2022-10-04,SE,LT,nordbalt,346.3,700
2022-10-04,PL,LT,litpol_link,141.2,500
2022-10-04,EE,LV,ee_lv_electric,286.6,1500
2022-10-04,LV,LT,lv_lt_electric,168.1,1200
2022-10-05,FI,EE,estlink_1,136.1,358
2022-10-05,FI,EE,estlink_2,320.5,650
2022-10-05,SE,LT,nordbalt,429.2,700
2022-10-05,PL,LT,litpol_link,127.2,500
2022-10-05,EE,LV,ee_lv_electric,231.0,1500
2022-10-05,LV,LT,lv_lt_electric,161.9,1200
2022-10-06,FI,EE,estlink_1,183.4,358
2022-10-06,FI,EE,estlink_2,357.5,650
2022-10-06,SE,LT,nordbalt,373.9,700
2022-10-06,PL,LT,litpol_link,123.1,500
2022-10-06,EE,LV,ee_lv_electric,245.6,1500
2022-10-06,LV,LT,lv_lt_electric,155.2,1200
2022-10-07,FI,EE,estlink_1,195.8,358
2022-10-07,FI,EE,estlink_2,329.7,650
2022-10-07,SE,LT,nordbalt,426.3,700
2022-10-07,PL,LT,litpol_link,145.8,500
2022-10-07,EE,LV,ee_lv_electric,279.0,1500
2022-10-07,LV,LT,lv_lt_electric,163.1,1200
2022-10-08,FI,EE,estlink_1,176.5,358
2022-10-08,FI,EE,estlink_2,339.2,650
2022-10-08,SE,LT,nordbalt,350.0,700
2022-10-08,PL,LT,litpol_link,131.4,500
2022-10-08,EE,LV,ee_lv_electric,226.7,1500
2022-10-08,LV,LT,lv_lt_electric,189.0,1200
2022-10-09,FI,EE,estlink_1,162.6,358
2022-10-09,FI,EE,estlink_2,346.4,650
2022-10-09,SE,LT,nordbalt,392.7,700
2022-10-09,PL,LT,litpol_link,124.4,500
2022-10-09,EE,LV,ee_lv_electric,269.1,1500
2022-10-09,LV,LT,lv_lt_electric,162.4,1200
2022-10-10,FI,EE,estlink_1,183.9,358
2022-10-10,FI,EE,estlink_2,296.9,650
2022-10-10,SE,LT,nordbalt,387.0,700
2022-10-10,PL,LT,litpol_link,150.8,500
2022-10-10,EE,LV,ee_lv_electric,231.0,1500
2022-10-10,LV,LT,lv_lt_electric,159.2,1200
2022-10-11,FI,EE,estlink_1,178.2,358
2022-10-11,FI,EE,estlink_2,345.7,650
2022-10-11,SE,LT,nordbalt,395.1,700
2022-10-11,PL,LT,litpol_link,133.4,500
2022-10-11,EE,LV,ee_lv_electric,270.2,1500
2022-10-11,LV,LT,lv_lt_electric,187.8,1200
2022-10-12,FI,EE,estlink_1,176.6,358
2022-10-12,FI,EE,estlink_2,332.3,650
2022-10-12,SE,LT,nordbalt,406.7,700
2022-10-12,PL,LT,litpol_link,150.3,500
2022-10-12,EE,LV,ee_lv_electric,251.8,1500
2022-10-12,LV,LT,lv_lt_electric,154.4,1200
2022-10-13,FI,EE,estlink_1,187.7,358
2022-10-13,FI,EE,estlink_2,336.1,650
2022-10-13,SE,LT,nordbalt,304.3,700
2022-10-13,PL,LT,litpol_link,137.7,500
2022-10-13,EE,LV,ee_lv_electric,242.2,1500
2022-10-13,LV,LT,lv_lt_electric,168.6,1200
2022-10-14,FI,EE,estlink_1,175.3,358
2022-10-14,FI,EE,estlink_2,346.1,650
2022-10-14,SE,LT,nordbalt,408.0,700
2022-10-14,PL,LT,litpol_link,122.3,500
2022-10-14,EE,LV,ee_lv_electric,267.3,1500
2022-10-14,LV,LT,lv_lt_electric,165.8,1200
2022-10-15,FI,EE,estlink_1,181.8,358
2022-10-15,FI,EE,estlink_2,359.7,650
2022-10-15,SE,LT,nordbalt,348.8,700
2022-10-15,PL,LT,litpol_link,140.5,500
2022-10-15,EE,LV,ee_lv_electric,242.1,1500
2022-10-15,LV,LT,lv_lt_electric,182.9,1200
2022-10-16,FI,EE,estlink_1,175.9,358
2022-10-16,FI,EE,estlink_2,398.8,650
2022-10-16,SE,LT,nordbalt,374.5,700
2022-10-16,PL,LT,litpol_link,123.3,500
2022-10-16,EE,LV,ee_lv_electric,254.5,1500
2022-10-16,LV,LT,lv_lt_electric,165.1,1200
2022-10-17,FI,EE,estlink_1,182.8,358
2022-10-17,FI,EE,estlink_2,288.3,650
2022-10-17,SE,LT,nordbalt,344.6,700
2022-10-17,PL,LT,litpol_link,114.7,500
2022-10-17,EE,LV,ee_lv_electric,277.8,1500
2022-10-17,LV,LT,lv_lt_electric,197.4,1200
2022-10-18,FI,EE,estlink_1,168.3,358
2022-10-18,FI,EE,estlink_2,334.6,650
2022-10-18,SE,LT,nordbalt,385.0,700
2022-10-18,PL,LT,litpol_link,141.4,500
2022-10-18,EE,LV,ee_lv_electric,232.7,1500
2022-10-18,LV,LT,lv_lt_electric,173.8,1200
2022-10-19,FI,EE,estlink_1,185.6,358
2022-10-19,FI,EE,estlink_2,356.0,650
2022-10-19,SE,LT,nordbalt,389.3,700
2022-10-19,PL,LT,litpol_link,139.5,500
2022-10-19,EE,LV,ee_lv_electric,190.1,1500
2022-10-19,LV,LT,lv_lt_electric,180.8,1200
2022-10-20,FI,EE,estlink_1,159.5,358
2022-10-20,FI,EE,estlink_2,281.4,650
2022-10-20,SE,LT,nordbalt,400.9,700
2022-10-20,PL,LT,litpol_link,144.0,500
2022-10-20,EE,LV,ee_lv_electric,251.7,1500
2022-10-20,LV,LT,lv_lt_electric,185.2,1200
2022-10-21,FI,EE,estlink_1,195.8,358
2022-10-21,FI,EE,estlink_2,382.1,650
2022-10-21,SE,LT,nordbalt,441.5,700
2022-10-21,PL,LT,litpol_link,136.4,500
2022-10-21,EE,LV,ee_lv_electric,256.8,1500
2022-10-21,LV,LT,lv_lt_electric,144.4,1200
2022-10-22,FI,EE,estlink_1,166.1,358
2022-10-22,FI,EE,estlink_2,313.0,650
2022-10-22,SE,LT,nordbalt,460.7,700
2022-10-22,PL,LT,litpol_link,125.4,500
2022-10-22,EE,LV,ee_lv_electric,258.0,1500
2022-10-22,LV,LT,lv_lt_electric,178.8,1200
2022-10-23,FI,EE,estlink_1,170.7,358
2022-10-23,FI,EE,estlink_2,394.2,650
2022-10-23,SE,LT,nordbalt,360.1,700
2022-10-23,PL,LT,litpol_link,129.8,500
2022-10-23,EE,LV,ee_lv_electric,237.2,1500
2022-10-23,LV,LT,lv_lt_electric,148.9,1200
2022-10-24,FI,EE,estlink_1,160.2,358
2022-10-24,FI,EE,estlink_2,338.8,650
2022-10-24,SE,LT,nordbalt,367.0,700
2022-10-24,PL,LT,litpol_link,119.2,500
2022-10-24,EE,LV,ee_lv_electric,221.2,1500
2022-10-24,LV,LT,lv_lt_electric,168.7,1200
2022-10-25,FI,EE,estlink_1,145.9,358
2022-10-25,FI,EE,estlink_2,364.3,650
2022-10-25,SE,LT,nordbalt,385.5,700
2022-10-25,PL,LT,litpol_link,110.0,500
2022-10-25,EE,LV,ee_lv_electric,247.6,1500
2022-10-25,LV,LT,lv_lt_electric,158.0,1200
2022-10-26,FI,EE,estlink_1,175.1,358
2022-10-26,FI,EE,estlink_2,382.9,650
2022-10-26,SE,LT,nordbalt,315.0,700
2022-10-26,PL,LT,litpol_link,128.9,500
2022-10-26,EE,LV,ee_lv_electric,251.2,1500
2022-10-26,LV,LT,lv_lt_electric,180.7,1200
2022-10-27,FI,EE,estlink_1,173.4,358
2022-10-27,FI,EE,estlink_2,315.9,650
2022-10-27,SE,LT,nordbalt,371.0,700
2022-10-27,PL,LT,litpol_link,117.9,500
2022-10-27,EE,LV,ee_lv_electric,280.8,1500
2022-10-27,LV,LT,lv_lt_electric,170.3,1200
2022-10-28,FI,EE,estlink_1,200.4,358
2022-10-28,FI,EE,estlink_2,338.1,650
2022-10-28,SE,LT,nordbalt,357.0,700
2022-10-28,PL,LT,litpol_link,109.3,500
2022-10-28,EE,LV,ee_lv_electric,211.7,1500
2022-10-28,LV,LT,lv_lt_electric,144.7,1200
2022-10-29,FI,EE,estlink_1,174.3,358
2022-10-29,FI,EE,estlink_2,356.3,650
2022-10-29,SE,LT,nordbalt,325.6,700
2022-10-29,PL,LT,litpol_link,138.2,500
2022-10-29,EE,LV,ee_lv_electric,243.4,1500
2022-10-29,LV,LT,lv_lt_electric,172.3,1200
2022-10-30,FI,EE,estlink_1,195.8,358
2022-10-30,FI,EE,estlink_2,368.7,650
2022-10-30,SE,LT,nordbalt,372.8,700
2022-10-30,PL,LT,litpol_link,116.8,500
2022-10-30,EE,LV,ee_lv_electric,203.4,1500
2022-10-30,LV,LT,lv_lt_electric,158.5,1200
2022-10-31,FI,EE,estlink_1,166.6,358
2022-10-31,FI,EE,estlink_2,308.4,650
2022-10-31,SE,LT,nordbalt,377.8,700
2022-10-31,PL,LT,litpol_link,128.4,500
2022-10-31,EE,LV,ee_lv_electric,249.6,1500
2022-10-31,LV,LT,lv_lt_electric,159.6,1200
2022-11-01,FI,EE,estlink_1,176.7,358
2022-11-01,FI,EE,estlink_2,362.2,650
2022-11-01,SE,LT,nordbalt,352.3,700
2022-11-01,PL,LT,litpol_link,147.4,500
2022-11-01,EE,LV,ee_lv_electric,258.7,1500
2022-11-01,LV,LT,lv_lt_electric,174.3,1200
2022-11-02,FI,EE,estlink_1,185.4,358
2022-11-02,FI,EE,estlink_2,355.5,650
2022-11-02,SE,LT,nordbalt,425.9,700
2022-11-02,PL,LT,litpol_link,134.0,500
2022-11-02,EE,LV,ee_lv_electric,246.3,1500
2022-11-02,LV,LT,lv_lt_electric,179.8,1200
2022-11-03,FI,EE,estlink_1,155.7,358
2022-11-03,FI,EE,estlink_2,351.5,650
2022-11-03,SE,LT,nordbalt,390.3,700
2022-11-03,PL,LT,litpol_link,128.0,500
2022-11-03,EE,LV,ee_lv_electric,257.9,1500
2022-11-03,LV,LT,lv_lt_electric,143.9,1200
2022-11-04,FI,EE,estlink_1,165.2,358
2022-11-04,FI,EE,estlink_2,351.0,650
2022-11-04,SE,LT,nordbalt,397.3,700
2022-11-04,PL,LT,litpol_link,118.2,500
2022-11-04,EE,LV,ee_lv_electric,291.4,1500
2022-11-04,LV,LT,lv_lt_electric,160.2,1200
2022-11-05,FI,EE,estlink_1,189.5,358
2022-11-05,FI,EE,estlink_2,361.7,650
2022-11-05,SE,LT,nordbalt,368.3,700
2022-11-05,PL,LT,litpol_link,151.8,500
2022-11-05,EE,LV,ee_lv_electric,232.4,1500
2022-11-05,LV,LT,lv_lt_electric,188.7,1200
2022-11-06,FI,EE,estlink_1,190.0,358
2022-11-06,FI,EE,estlink_2,326.6,650
2022-11-06,SE,LT,nordbalt,441.7,700
2022-11-06,PL,LT,litpol_link,127.5,500
2022-11-06,EE,LV,ee_lv_electric,268.0,1500
2022-11-06,LV,LT,lv_lt_electric,178.2,1200
2022-11-07,FI,EE,estlink_1,171.9,358
2022-11-07,FI,EE,estlink_2,374.0,650
2022-11-07,SE,LT,nordbalt,420.1,700
2022-11-07,PL,LT,litpol_link,109.5,500
2022-11-07,EE,LV,ee_lv_electric,292.3,1500
2022-11-07,LV,LT,lv_lt_electric,147.4,1200
2022-11-08,FI,EE,estlink_1,190.5,358
2022-11-08,FI,EE,estlink_2,384.1,650
2022-11-08,SE,LT,nordbalt,352.3,700
2022-11-08,PL,LT,litpol_link,125.6,500
2022-11-08,EE,LV,ee_lv_electric,234.5,1500
2022-11-08,LV,LT,lv_lt_electric,170.6,1200
2022-11-09,FI,EE,estlink_1,169.1,358
2022-11-09,FI,EE,estlink_2,373.0,650
2022-11-09,SE,LT,nordbalt,438.7,700
2022-11-09,PL,LT,litpol_link,147.3,500
2022-11-09,EE,LV,ee_lv_electric,247.5,1500
2022-11-09,LV,LT,lv_lt_electric,170.7,1200
2022-11-10,FI,EE,estlink_1,147.1,358
2022-11-10,FI,EE,estlink_2,322.3,650
2022-11-10,SE,LT,nordbalt,426.3,700
2022-11-10,PL,LT,litpol_link,149.9,500
2022-11-10,EE,LV,ee_lv_electric,231.4,1500
2022-11-10,LV,LT,lv_lt_electric,164.5,1200
2022-11-11,FI,EE,estlink_1,173.6,358
2022-11-11,FI,EE,estlink_2,357.0,650
2022-11-11,SE,LT,nordbalt,362.4,700
2022-11-11,PL,LT,litpol_link,135.6,500
2022-11-11,EE,LV,ee_lv_electric,249.7,1500
2022-11-11,LV,LT,lv_lt_electric,173.8,1200
2022-11-12,FI,EE,estlink_1,182.8,358
2022-11-12,FI,EE,estlink_2,348.2,650
2022-11-12,SE,LT,nordbalt,375.8,700
2022-11-12,PL,LT,litpol_link,129.2,500
2022-11-12,EE,LV,ee_lv_electric,258.9,1500
2022-11-12,LV,LT,lv_lt_electric,168.1,1200
2022-11-13,FI,EE,estlink_1,169.9,358
2022-11-13,FI,EE,estlink_2,399.2,650
2022-11-13,SE,LT,nordbalt,411.7,700
2022-11-13,PL,LT,litpol_link,127.0,500
2022-11-13,EE,LV,ee_lv_electric,277.8,1500
2022-11-13,LV,LT,lv_lt_electric,168.7,1200
2022-11-14,FI,EE,estlink_1,192.8,358
2022-11-14,FI,EE,estlink_2,359.9,650
2022-11-14,SE,LT,nordbalt,387.7,700
2022-11-14,PL,LT,litpol_link,135.9,500
2022-11-14,EE,LV,ee_lv_electric,223.3,1500
2022-11-14,LV,LT,lv_lt_electric,156.0,1200
2022-11-15,FI,EE,estlink_1,154.9,358
2022-11-15,FI,EE,estlink_2,352.6,650
2022-11-15,SE,LT,nordbalt,453.9,700
2022-11-15,PL,LT,litpol_link,157.3,500
2022-11-15,EE,LV,ee_lv_electric,276.3,1500
2022-11-15,LV,LT,lv_lt_electric,182.0,1200
2022-11-16,FI,EE,estlink_1,145.2,358
2022-11-16,FI,EE,estlink_2,330.7,650
2022-11-16,SE,LT,nordbalt,363.2,700
2022-11-16,PL,LT,litpol_link,123.1,500
2022-11-16,EE,LV,ee_lv_electric,257.0,1500
2022-11-16,LV,LT,lv_lt_electric,166.5,1200
2022-11-17,FI,EE,estlink_1,142.4,358
2022-11-17,FI,EE,estlink_2,372.0,650
2022-11-17,SE,LT,nordbalt,352.9,700
2022-11-17,PL,LT,litpol_link,133.4,500
2022-11-17,EE,LV,ee_lv_electric,310.8,1500
2022-11-17,LV,LT,lv_lt_electric,159.3,1200
2022-11-18,FI,EE,estlink_1,133.5,358
2022-11-18,FI,EE,estlink_2,338.9,650
2022-11-18,SE,LT,nordbalt,431.2,700
2022-11-18,PL,LT,litpol_link,154.0,500
2022-11-18,EE,LV,ee_lv_electric,231.5,1500
2022-11-18,LV,LT,lv_lt_electric,182.0,1200
2022-11-19,FI,EE,estlink_1,166.6,358
2022-11-19,FI,EE,estlink_2,344.6,650
2022-11-19,SE,LT,nordbalt,486.7,700
2022-11-19,PL,LT,litpol_link,112.5,500
2022-11-19,EE,LV,ee_lv_electric,267.1,1500
2022-11-19,LV,LT,lv_lt_electric,181.5,1200
2022-11-20,FI,EE,estlink_1,191.4,358
2022-11-20,FI,EE,estlink_2,351.2,650
2022-11-20,SE,LT,nordbalt,402.6,700
2022-11-20,PL,LT,litpol_link,125.8,500
2022-11-20,EE,LV,ee_lv_electric,267.5,1500
2022-11-20,LV,LT,lv_lt_electric,168.5,1200
2022-11-21,FI,EE,estlink_1,184.0,358
2022-11-21,FI,EE,estlink_2,336.2,650
2022-11-21,SE,LT,nordbalt,405.1,700
2022-11-21,PL,LT,litpol_link,130.2,500
2022-11-21,EE,LV,ee_lv_electric,288.1,1500
2022-11-21,LV,LT,lv_lt_electric,173.2,1200
2022-11-22,FI,EE,estlink_1,145.7,358
2022-11-22,FI,EE,estlink_2,388.4,650
2022-11-22,SE,LT,nordbalt,358.9,700
2022-11-22,PL,LT,litpol_link,122.7,500
2022-11-22,EE,LV,ee_lv_electric,246.7,1500
2022-11-22,LV,LT,lv_lt_electric,196.0,1200
2022-11-23,FI,EE,estlink_1,139.8,358
2022-11-23,FI,EE,estlink_2,448.4,650
2022-11-23,SE,LT,nordbalt,429.6,700
2022-11-23,PL,LT,litpol_link,133.2,500
2022-11-23,EE,LV,ee_lv_electric,259.7,1500
2022-11-23,LV,LT,lv_lt_electric,178.6,1200
2022-11-24,FI,EE,estlink_1,182.4,358
2022-11-24,FI,EE,estlink_2,368.7,650
2022-11-24,SE,LT,nordbalt,411.5,700
2022-11-24,PL,LT,litpol_link,131.6,500
2022-11-24,EE,LV,ee_lv_electric,256.3,1500
2022-11-24,LV,LT,lv_lt_electric,171.6,1200
2022-11-25,FI,EE,estlink_1,170.9,358
2022-11-25,FI,EE,estlink_2,384.3,650
2022-11-25,SE,LT,nordbalt,412.9,700
2022-11-25,PL,LT,litpol_link,95.2,500
2022-11-25,EE,LV,ee_lv_electric,276.8,1500
2022-11-25,LV,LT,lv_lt_electric,177.1,1200
2022-11-26,FI,EE,estlink_1,173.7,358
2022-11-26,FI,EE,estlink_2,335.6,650
2022-11-26,SE,LT,nordbalt,432.0,700
2022-11-26,PL,LT,litpol_link,141.9,500
2022-11-26,EE,LV,ee_lv_electric,242.5,1500
2022-11-26,LV,LT,lv_lt_electric,180.5,1200
2022-11-27,FI,EE,estlink_1,158.5,358
